Year,Area,Value
2006,Kuching,48.02066115702479
2006,Kulim,NA
2006,Labuan,34.39972527472528
2006,Langkawi,43.68225584594223
2006,Larkin,51.030386740331494
2006,Limbang,28.394736842105264
2006,Minden,36.204109589041096
2006,Miri,33.074333800841515
2006,Muar,50.30684931506849
2006,Mukah,NA
2006,Nilai,56.56712328767123
2006,Paka,33.25069252077562
2006,Pasir Gudang,46.32212885154062
2006,Pegoh Ipoh,48.0564738292011
2006,Pengerang,NA
2006,Petaling Jaya,51.48959778085992
2006,Port Dickson,NA
2006,Putrajaya,50.99441340782123
2006,Rompin,NA
2006,Samalaju,NA
2006,Samarahan,44.21140472878999
2006,Sandakan,39.738235294117644
2006,Sarikei,45.40084388185654
2006,Seberang Jaya,52.282967032967036
2006,Seberang Perai,47.92602739726028
2006,Segamat,NA
2006,Seremban,47.5068870523416
2006,Seri Manjung,57.609397944199706
2006,Shah Alam,54.36527777777778
2006,Sibu,48.28099173553719
2006,Sri Aman,48.66164383561644
2006,Sungai Petani,46.46153846153846
2006,Taiping,46.05915492957747
2006,Tanah Merah,39.976090014064695
2006,Tangkak,NA
2006,Tanjung Malim,39.511789181692095
2006,Tasek Ipoh,46.65890410958904
2006,Tawau,54.80613668061367
2006,Temerloh,NA
2007,Alor Gajah,NA
2007,Alor Setar,34.668073136427566
2007,Balik Pulau,NA
2007,Balok Baru Kuantan,51.33425414364641
2007,Bandaraya Melaka,37.84232365145228
2007,Banting,47.12205270457698
2007,Batu Muda,40.96944444444444
2007,Batu Pahat,NA
2007,Besut,NA
2007,Bintulu,45.333333333333336
2007,Bukit Rambai,54.22206095791002
2007,Cheras,NA
2007,Indera Mahkota Kuantan,32.85674157303371
2007,Jerantut,37.693370165745854
2007,Kangar,37.98489010989011
2007,Kapit,32.88101983002833
2007,Kemaman,39.91574585635359
2007,Keningau,39.635616438356166
2007,Kimanis,NA
2007,Klang,48.896408839779006
2007,Kluang,NA
2007,Kota Bharu,38.94068965517241
2007,Kota Kinabalu,37.61931034482759
2007,Kota Tinggi,53.44490358126722
2007,Kuala Selangor,43.23249299719888
2007,Kuala Terengganu,43.442465753424656
2007,Kuching,44.00275482093664
2007,Kulim,NA
2007,Labuan,31.803347280334727
2007,Langkawi,38.62112676056338
2007,Larkin,51.36363636363637
2007,Limbang,26.166433566433568
2007,Minden,34.56868131868132
2007,Miri,29.57638888888889
2007,Muar,43.14794520547945
2007,Mukah,NA
2007,Nilai,55.729281767955804
2007,Paka,31.56767955801105
2007,Pasir Gudang,43.924050632911396
2007,Pegoh Ipoh,46.56456043956044
2007,Pengerang,NA
2007,Petaling Jaya,44.20027816411683
2007,Port Dickson,44.1
2007,Putrajaya,44.063369397217926
2007,Rompin,NA
2007,Samalaju,NA
2007,Samarahan,32.08839779005525
2007,Sandakan,36.69315068493151
2007,Sarikei,38.09428571428571
2007,Seberang Jaya,50.848066298342545
2007,Seberang Perai,44.41289437585734
2007,Segamat,NA
2007,Seremban,40.25890410958904
2007,Seri Manjung,45.410863509749305
2007,Shah Alam,47.329201101928376
2007,Sibu,43.8707015130674
2007,Sri Aman,41.66201117318436
2007,Sungai Petani,44.93084370677732
2007,Taiping,46.91522988505747
2007,Tanah Merah,47.46870653685674
2007,Tangkak,NA
2007,Tanjung Malim,37.230982019363765
2007,Tasek Ipoh,46.22099447513812
2007,Tawau,53.35342465753425
2007,Temerloh,NA
2008,Alor Gajah,NA
2008,Alor Setar,38.19248120300752
2008,Balik Pulau,NA
2008,Balok Baru Kuantan,59.345588235294116
2008,Bandaraya Melaka,38.259530791788855
2008,Banting,46.445454545454545
2008,Batu Muda,40.776785714285715
2008,Batu Pahat,NA
2008,Besut,NA
2008,Bintulu,46.09264705882353
2008,Bukit Rambai,49.77159590043924
2008,Cheras,38
2008,Indera Mahkota Kuantan,33.264619883040936
2008,Jerantut,41.1158357771261
2008,Kangar,35.64782608695652
2008,Kapit,31.722058823529412
2008,Kemaman,38.03680981595092
2008,Keningau,39.41140215716487
2008,Kimanis,NA
2008,Klang,57.17794117647059
2008,Kluang,NA
2008,Kota Bharu,37.80564263322884
2008,Kota Kinabalu,31.698670605613
2008,Kota Tinggi,48.705069124423964
2008,Kuala Selangor,43.11669128508124
2008,Kuala Terengganu,48.3134110787172
2008,Kuching,35.905660377358494
2008,Kulim,NA
2008,Labuan,34.15028901734104
2008,Langkawi,31.85358711566618
2008,Larkin,40.68879056047198
2008,Limbang,26.89589442815249
2008,Minden,35.407624633431084
2008,Miri,28.251445086705203
2008,Muar,46.089595375722546
2008,Mukah,NA
2008,Nilai,51.27007299270073
2008,Paka,38.00609756097561
2008,Pasir Gudang,47.5762962962963
2008,Pegoh Ipoh,43.31785195936139
2008,Pengerang,NA
2008,Petaling Jaya,42.054896142433236
2008,Port Dickson,42.16307692307692
2008,Putrajaya,43.16350364963504
2008,Rompin,NA
2008,Samalaju,NA
2008,Samarahan,45.0131195335277
2008,Sandakan,33.58806404657933
2008,Sarikei,35.794871794871796
2008,Seberang Jaya,49.7424023154848
2008,Seberang Perai,38.94444444444444
2008,Segamat,NA
2008,Seremban,40.234693877551024
2008,Seri Manjung,40.005830903790084
2008,Shah Alam,53.82959641255606
2008,Sibu,36.62297496318115
2008,Sri Aman,30.742603550295858
2008,Sungai Petani,42.83555555555556
2008,Taiping,49.742222222222225
2008,Tanah Merah,46.9841726618705
2008,Tangkak,NA
2008,Tanjung Malim,40.14912280701754
2008,Tasek Ipoh,42.978134110787174
2008,Tawau,38.590308370044056
2008,Temerloh,NA
2009,Alor Gajah,NA
2009,Alor Setar,35.47239263803681
2009,Balik Pulau,NA
2009,Balok Baru Kuantan,59.98924731182796
2009,Bandaraya Melaka,43.67020023557126
2009,Banting,46.970976253298154
2009,Batu Muda,44.34808612440192
2009,Batu Pahat,NA
2009,Besut,NA
2009,Bintulu,47.142011834319526
2009,Bukit Rambai,50.917257683215134
2009,Cheras,48.849081364829395
2009,Indera Mahkota Kuantan,36.063245823389025
2009,Jerantut,34.66347305389222
2009,Kangar,35.53125
2009,Kapit,38.708536585365856
2009,Kemaman,36.118847539015604
2009,Keningau,43.404884318766065
2009,Kimanis,NA
2009,Klang,56.75753920386007
2009,Kluang,NA
2009,Kota Bharu,40.97460701330109
2009,Kota Kinabalu,33.73670886075949
2009,Kota Tinggi,47.10082063305979
2009,Kuala Selangor,48.42738095238095
2009,Kuala Terengganu,46.14101057579318
2009,Kuching,33.833531510107015
2009,Kulim,NA
2009,Labuan,39.096385542168676
2009,Langkawi,32.59615384615385
2009,Larkin,43.14934289127837
2009,Limbang,24.864123957091778
2009,Minden,31.002375296912113
2009,Miri,35.27619047619048
2009,Muar,48.23186682520809
2009,Mukah,NA
2009,Nilai,50.919526627218936
2009,Paka,37.28102189781022
2009,Pasir Gudang,52.29638273045508
2009,Pegoh Ipoh,40.47805456702254
2009,Pengerang,NA
2009,Petaling Jaya,43.83450704225352
2009,Port Dickson,47.8479809976247
2009,Putrajaya,41.3611442193087
2009,Rompin,NA
2009,Samalaju,NA
2009,Samarahan,50.00709219858156
2009,Sandakan,28.3768115942029
2009,Sarikei,38.920481927710846
2009,Seberang Jaya,45.561837455830386
2009,Seberang Perai,37.76359338061466
2009,Segamat,NA
2009,Seremban,41.105700712589076
2009,Seri Manjung,39.28538011695906
2009,Shah Alam,50.62776412776413
2009,Sibu,42.2210401891253
2009,Sri Aman,36.14846625766871
2009,Sungai Petani,38.133412042502954
2009,Taiping,44.93917274939173
2009,Tanah Merah,49.68261964735516
2009,Tangkak,NA
2009,Tanjung Malim,41.649289099526065
2009,Tasek Ipoh,40.76110444177671
2009,Tawau,39.95817958179582
2009,Temerloh,NA
2010,Alor Gajah,NA
2010,Alor Setar,29.75
2010,Balik Pulau,NA
2010,Balok Baru Kuantan,57.25480769230769
2010,Bandaraya Melaka,39.734848484848484
2010,Banting,46.13793103448276
2010,Batu Muda,43.599622285174696
2010,Batu Pahat,NA
2010,Besut,NA
2010,Bintulu,40.84240150093809
2010,Bukit Rambai,47.75699132111861
2010,Cheras,46.31537708129285
2010,Indera Mahkota Kuantan,33.53490566037736
2010,Jerantut,33.66828322017459
2010,Kangar,36.711815561959654
2010,Kapit,30.106614017769004
2010,Kemaman,35.14036786060019
2010,Keningau,32.58671952428147
2010,Kimanis,NA
2010,Klang,53.970782280867105
2010,Kluang,NA
2010,Kota Bharu,40.84966698382493
2010,Kota Kinabalu,35.84592445328032
2010,Kota Tinggi,43.68867924528302
2010,Kuala Selangor,39.34720908230842
2010,Kuala Terengganu,47.36921624173749
2010,Kuching,24.803809523809523
2010,Kulim,NA
2010,Labuan,39.3476599808978
2010,Langkawi,30.880611270296082
2010,Larkin,40.964457252641694
2010,Limbang,24.51819075712881
2010,Minden,30.94439117929051
2010,Miri,24.762039660056658
2010,Muar,46.98675496688742
2010,Mukah,NA
2010,Nilai,52.55032925682032
2010,Paka,34.40761904761905
2010,Pasir Gudang,45.917059377945336
2010,Pegoh Ipoh,37.9345703125
2010,Pengerang,NA
2010,Petaling Jaya,42.704824976348156
2010,Port Dickson,45.70275403608737
2010,Putrajaya,41.251694094869315
2010,Rompin,NA
2010,Samalaju,NA
2010,Samarahan,42.36440677966102
2010,Sandakan,27.38888888888889
2010,Sarikei,31.132057416267944
2010,Seberang Jaya,46.35921421889616
2010,Seberang Perai,39.47047619047619
2010,Segamat,NA
2010,Seremban,40.65681601525262
2010,Seri Manjung,37.38629876308278
2010,Shah Alam,48.7592039800995
2010,Sibu,35.433837429111534
2010,Sri Aman,28.052785923753667
2010,Sungai Petani,41.24904580152672
2010,Taiping,39.42181467181467
2010,Tanah Merah,50.9859943977591
2010,Tangkak,NA
2010,Tanjung Malim,37.165703275529864
2010,Tasek Ipoh,37.599240265906936
2010,Tawau,37.79114533205005
2010,Temerloh,NA
2011,Alor Gajah,NA
2011,Alor Setar,36.13796477495108
2011,Balik Pulau,NA
2011,Balok Baru Kuantan,51.12990654205608
2011,Bandaraya Melaka,42.584729981378025
2011,Banting,49.3368022705771
2011,Batu Muda,44.35
2011,Batu Pahat,NA
2011,Besut,NA
2011,Bintulu,45.02048417132216
2011,Bukit Rambai,57.87206020696143
2011,Cheras,49.554934823091244
2011,Indera Mahkota Kuantan,38.25645933014354
2011,Jerantut,35.66
2011,Kangar,38.59129612109744
2011,Kapit,33.78727841501564
2011,Kemaman,40.974559686888455
2011,Keningau,31.33431661750246
2011,Kimanis,NA
2011,Klang,55.27449168207024
2011,Kluang,NA
2011,Kota Bharu,44.79046673286991
2011,Kota Kinabalu,33.9382957884427
2011,Kota Tinggi,46.45648148148148
2011,Kuala Selangor,47.33826247689464
2011,Kuala Terengganu,49.08434864104967
2011,Kuching,36.23822975517891
2011,Kulim,NA
2011,Labuan,40.168099331423115
2011,Langkawi,32.51690821256039
2011,Larkin,42.77777777777778
2011,Limbang,27.771296296296295
2011,Minden,35.50522317188984
2011,Miri,31.6804788213628
2011,Muar,48.70860314523589
2011,Mukah,NA
2011,Nilai,53.482439926062845
2011,Paka,37.558375634517766
2011,Pasir Gudang,44.04089219330855
2011,Pegoh Ipoh,46.65507518796993
2011,Pengerang,NA
2011,Petaling Jaya,48.049102927289894
2011,Port Dickson,49.930516431924886
2011,Putrajaya,40.97483059051307
2011,Rompin,NA
2011,Samalaju,NA
2011,Samarahan,44.620527306967986
2011,Sandakan,33.469043151969984
2011,Sarikei,40.4058106841612
2011,Seberang Jaya,49.76858736059479
2011,Seberang Perai,43.88552507095554
2011,Segamat,NA
2011,Seremban,42.50844277673546
2011,Seri Manjung,40.65663217309501
2011,Shah Alam,51.38109161793372
2011,Sibu,37.00277008310249
2011,Sri Aman,32.91155046826223
2011,Sungai Petani,44.94962686567164
2011,Taiping,40.15369649805447
2011,Tanah Merah,55.224074074074075
2011,Tangkak,NA
2011,Tanjung Malim,37.126074498567334
2011,Tasek Ipoh,39.86578449905482
2011,Tawau,36.63627906976744
2011,Temerloh,NA
2012,Alor Gajah,NA
2012,Alor Setar,37.76398104265403
2012,Balik Pulau,NA
2012,Balok Baru Kuantan,45.961218836565095
2012,Bandaraya Melaka,43.30972615675165
2012,Banting,48.54261363636363
2012,Batu Muda,44.26359447004608
2012,Batu Pahat,NA
2012,Besut,NA
2012,Bintulu,39.924528301886795
2012,Bukit Rambai,55.896869244935544
2012,Cheras,55.727360308285164
2012,Indera Mahkota Kuantan,39.35755813953488
2012,Jerantut,33.74952380952381
2012,Kangar,34.78820116054158
2012,Kapit,37.48289345063539
2012,Kemaman,52.24399260628466
2012,Keningau,31.603846153846153
2012,Kimanis,NA
2012,Klang,54.09023255813953
2012,Kluang,NA
2012,Kota Bharu,35.39518900343643
2012,Kota Kinabalu,34.80769230769231
2012,Kota Tinggi,46.807799442896936
2012,Kuala Selangor,41.72248803827751
2012,Kuala Terengganu,48.40091743119266
2012,Kuching,40.93824884792627
2012,Kulim,NA
2012,Labuan,34.88169014084507
2012,Langkawi,35.694524495677236
2012,Larkin,40.8746465598492
2012,Limbang,28.094196003805898
2012,Minden,34.200372786579685
2012,Miri,34.17706422018349
2012,Muar,44.23034227567067
2012,Mukah,NA
2012,Nilai,54.834280303030305
2012,Paka,31.317399617590823
2012,Pasir Gudang,48.47402597402598
2012,Pegoh Ipoh,50.691650853889946
2012,Pengerang,NA
2012,Petaling Jaya,46.5553488372093
2012,Port Dickson,48.43190298507463
2012,Putrajaya,38.89790076335878
2012,Rompin,NA
2012,Samalaju,NA
2012,Samarahan,43.91984732824427
2012,Sandakan,33.00840336134454
2012,Sarikei,43.333333333333336
2012,Seberang Jaya,47.919444444444444
2012,Seberang Perai,39.65754716981132
2012,Segamat,NA
2012,Seremban,42.73452157598499
2012,Seri Manjung,40.128517823639775
2012,Shah Alam,46.577715355805246
2012,Sibu,34.49814814814815
2012,Sri Aman,31.95984703632887
2012,Sungai Petani,44.246498599439775
2012,Taiping,39.24631992149166
2012,Tanah Merah,52.88909426987061
2012,Tangkak,NA
2012,Tanjung Malim,36.996127783155856
2012,Tasek Ipoh,44.579335793357934
2012,Tawau,35.62656400384986
2012,Temerloh,NA
2013,Alor Gajah,NA
2013,Alor Setar,31.389521640091115
2013,Balik Pulau,NA
2013,Balok Baru Kuantan,41.055611934239906
2013,Bandaraya Melaka,50.509072164948456
2013,Banting,51.9454659423318
2013,Batu Muda,42.39155778894472
2013,Batu Pahat,NA
2013,Besut,NA
2013,Bintulu,35.629303278688525
2013,Bukit Rambai,66.27361498605022
2013,Cheras,45.339991846718306
2013,Indera Mahkota Kuantan,38.75495867768595
2013,Jerantut,33.289221556886226
2013,Kangar,40.14714285714286
2013,Kapit,34.59189895470383
2013,Kemaman,49.23107971745711
2013,Keningau,32.53627888123226
2013,Kimanis,NA
2013,Klang,56.67429038186645
2013,Kluang,NA
2013,Kota Bharu,40.36146529042704
2013,Kota Kinabalu,35.96156269691242
2013,Kota Tinggi,44.48581135091926
2013,Kuala Selangor,36.55395395395395
2013,Kuala Terengganu,48.742574257425744
2013,Kuching,34.848430313937214
2013,Kulim,NA
2013,Labuan,35.13692029712909
2013,Langkawi,38.14769730168391
2013,Larkin,39.22389578668838
2013,Limbang,31.314939709789495
2013,Minden,43.68967611336032
2013,Miri,31.187104430379748
2013,Muar,45.34623217922607
2013,Mukah,NA
2013,Nilai,52.13334728909357
2013,Paka,34.32597623089983
2013,Pasir Gudang,44.0229702970297
2013,Pegoh Ipoh,51.31793532837919
2013,Pengerang,NA
2013,Petaling Jaya,46.96411919724306
2013,Port Dickson,44.886057888300044
2013,Putrajaya,40.736
2013,Rompin,NA
2013,Samalaju,NA
2013,Samarahan,42.20600858369099
2013,Sandakan,37.100356294536816
2013,Sarikei,38.56793862305673
2013,Seberang Jaya,46.44055666003976
2013,Seberang Perai,38.21081830790569
2013,Segamat,NA
2013,Seremban,45.785872855701314
2013,Seri Manjung,37.8665991902834
2013,Shah Alam,44.05163476874003
2013,Sibu,33.2347754767275
2013,Sri Aman,35.59179963643708
2013,Sungai Petani,49.500704934541794
2013,Taiping,33.67217356687898
2013,Tanah Merah,42.01589193484307
2013,Tangkak,NA
2013,Tanjung Malim,37.26888341543514
2013,Tasek Ipoh,43.77565776260293
2013,Tawau,32.38444308694767
2013,Temerloh,NA
2014,Alor Gajah,NA
2014,Alor Setar,40.377318865943295
2014,Balik Pulau,NA
2014,Balok Baru Kuantan,47.08487972508591
2014,Bandaraya Melaka,44.09305637982196
2014,Banting,54.10533129339767
2014,Batu Muda,50.221051326555916
2014,Batu Pahat,NA
2014,Besut,NA
2014,Bintulu,38.41736792893876
2014,Bukit Rambai,50.214178846817816
2014,Cheras,47.37281057881916
2014,Indera Mahkota Kuantan,37.48378346503125
2014,Jerantut,33.4394170877894
2014,Kangar,38.42303664921466
2014,Kapit,31.383552717320473
2014,Kemaman,50.16274694261524
2014,Keningau,32.77260573650948
2014,Kimanis,NA
2014,Klang,59.87946635730859
2014,Kluang,NA
2014,Kota Bharu,39.87084916064208
2014,Kota Kinabalu,34.68539595064095
2014,Kota Tinggi,38.49010302118301
2014,Kuala Selangor,41.16529117749622
2014,Kuala Terengganu,31.43515954244431
2014,Kuching,35.975327957636296
2014,Kulim,NA
2014,Labuan,32.18640273359255
2014,Langkawi,30.697551833196673
2014,Larkin,43.23354688410017
2014,Limbang,30.168582375478927
2014,Minden,45.770501405810684
2014,Miri,35.25028610666056
2014,Muar,45.43978877281598
2014,Mukah,NA
2014,Nilai,55.3672383205204
2014,Paka,41.10623613507518
2014,Pasir Gudang,46.941812624897146
2014,Pegoh Ipoh,47.5961972667855
2014,Pengerang,NA
2014,Petaling Jaya,49.816616593482784
2014,Port Dickson,45.311947931194794
2014,Putrajaya,44.85459062943682
2014,Rompin,NA
2014,Samalaju,NA
2014,Samarahan,38.46056009334889
2014,Sandakan,31.811629526462397
2014,Sarikei,32.89589008646216
2014,Seberang Jaya,46.45123209169054
2014,Seberang Perai,41.927850597378495
2014,Segamat,NA
2014,Seremban,47.031912415560214
2014,Seri Manjung,41.27177985948478
2014,Shah Alam,49.82335329341317
2014,Sibu,38.44159907300116
2014,Sri Aman,39.144640753828035
2014,Sungai Petani,56.85186054701256
2014,Taiping,45.267058132706985
2014,Tanah Merah,37.60382255781029
2014,Tangkak,NA
2014,Tanjung Malim,40.238053540155114
2014,Tasek Ipoh,46.98087463556851
2014,Tawau,29.891898428053203
2014,Temerloh,NA
2015,Alor Gajah,NA
2015,Alor Setar,48.63715415019763
2015,Balik Pulau,NA
2015,Balok Baru Kuantan,48.31680713931581
2015,Bandaraya Melaka,39.23903095558546
2015,Banting,55.66895151053567
2015,Batu Muda,47.23850823937554
2015,Batu Pahat,NA
2015,Besut,NA
2015,Bintulu,42.21067487811137
2015,Bukit Rambai,54.346630327056495
2015,Cheras,50.354332733350475
2015,Indera Mahkota Kuantan,35.03530018036589
2015,Jerantut,41.07657770017461
2015,Kangar,42.544173168890005
2015,Kapit,34.43440391943386
2015,Kemaman,49.683982683982684
2015,Keningau,31.919957593426982
2015,Kimanis,NA
2015,Klang,57.511104863649145
2015,Kluang,NA
2015,Kota Bharu,60.91857768616336
2015,Kota Kinabalu,41.69827349958893
2015,Kota Tinggi,42.64283897227169
2015,Kuala Selangor,39.87236877164935
2015,Kuala Terengganu,46.35624052551794
2015,Kuching,36.05133028755711
2015,Kulim,NA
2015,Labuan,37.79288597376387
2015,Langkawi,42.55951478392722
2015,Larkin,49.99326599326599
2015,Limbang,29.083224286835907
2015,Minden,52.12310030395137
2015,Miri,38.04069478908188
2015,Muar,45.824310776942355
2015,Mukah,NA
2015,Nilai,53.454475308641975
2015,Paka,44.480828220858896
2015,Pasir Gudang,46.51179487179487
2015,Pegoh Ipoh,49.29887464014656
2015,Pengerang,NA
2015,Petaling Jaya,48.53985230455819
2015,Port Dickson,43.8
2015,Putrajaya,48.09750566893424
2015,Rompin,NA
2015,Samalaju,NA
2015,Samarahan,42.717922345075856
2015,Sandakan,32.40626579080344
2015,Sarikei,36.651804123711344
2015,Seberang Jaya,55.53218010684304
2015,Seberang Perai,42.17910828025478
2015,Segamat,NA
2015,Seremban,46.2919594067135
2015,Seri Manjung,44.101416853094705
2015,Shah Alam,45.671109902067464
2015,Sibu,38.46886258363356
2015,Sri Aman,31.81442233135177
2015,Sungai Petani,59.10694626474443
2015,Taiping,47.11386898669396
2015,Tanah Merah,52.029957582184515
2015,Tangkak,NA
2015,Tanjung Malim,33.84489580585598
2015,Tasek Ipoh,50.69263420724095
2015,Tawau,30.375752814873003
2015,Temerloh,NA
2016,Alor Gajah,NA
2016,Alor Setar,42.81693989071038
2016,Balik Pulau,NA
2016,Balok Baru Kuantan,34.0655737704918
2016,Bandaraya Melaka,44.16986301369863
2016,Banting,50.330601092896174
2016,Batu Muda,40.614754098360656
2016,Batu Pahat,NA
2016,Besut,NA
2016,Bintulu,39.9207650273224
2016,Bukit Rambai,44.40163934426229
2016,Cheras,40.71349862258953
2016,Indera Mahkota Kuantan,38.73150684931507
2016,Jerantut,29.483606557377048
2016,Kangar,41.3801652892562
2016,Kapit,28.303030303030305
2016,Kemaman,46.95068493150685
2016,Keningau,29.524725274725274
2016,Kimanis,NA
2016,Klang,52.595628415300546
2016,Kluang,NA
2016,Kota Bharu,43.14876033057851
2016,Kota Kinabalu,40.202185792349724
2016,Kota Tinggi,45.131147540983605
2016,Kuala Selangor,36.72576177285318
2016,Kuala Terengganu,38.38251366120219
2016,Kuching,33.19125683060109
2016,Kulim,NA
2016,Labuan,26.603825136612024
2016,Langkawi,47.77049180327869
2016,Larkin,43.86065573770492
2016,Limbang,27.62130177514793
2016,Minden,43.83606557377049
2016,Miri,38.73224043715847
2016,Muar,35.14207650273224
2016,Mukah,NA
2016,Nilai,50.14207650273224
2016,Paka,38.26775956284153
2016,Pasir Gudang,44.97540983606557
2016,Pegoh Ipoh,44.295081967213115
2016,Pengerang,NA
2016,Petaling Jaya,41.21584699453552
2016,Port Dickson,40.27197802197802
2016,Putrajaya,45.662049861495845
2016,Rompin,NA
2016,Samalaju,NA
2016,Samarahan,39.65469613259668
2016,Sandakan,26.715846994535518
2016,Sarikei,36.61538461538461
2016,Seberang Jaya,49.81967213114754
2016,Seberang Perai,35.4986301369863
2016,Segamat,NA
2016,Seremban,37.395604395604394
2016,Seri Manjung,36.71978021978022
2016,Shah Alam,46.09366391184573
2016,Sibu,34.90684931506849
2016,Sri Aman,26.666666666666668
2016,Sungai Petani,57.19945355191257
2016,Taiping,51.22677595628415
2016,Tanah Merah,35.206043956043956
2016,Tangkak,NA
2016,Tanjung Malim,39.24033149171271
2016,Tasek Ipoh,41.53972602739726
2016,Tawau,29.702185792349727
2016,Temerloh,NA
2017,Alor Gajah,25.27091963545982
2017,Alor Setar,27.130167921250724
2017,Balik Pulau,22.181478472786353
2017,Balok Baru Kuantan,30.408735256335397
2017,Bandaraya Melaka,31.092439985668218
2017,Banting,NA
2017,Batu Muda,32.12901734104046
2017,Batu Pahat,23.716657834304893
2017,Besut,19.817680510080994
2017,Bintulu,30.223125884016973
2017,Bukit Rambai,32.46606665045001
2017,Cheras,33.550932929904185
2017,Indera Mahkota Kuantan,24.98975
2017,Jerantut,23.629362670713203
2017,Kangar,25.713471565417727
2017,Kapit,18.327430293896008
2017,Kemaman,28.524628252788105
2017,Keningau,21.812398984068345
2017,Kimanis,12.195358569526347
2017,Klang,NA
2017,Kluang,23.754993812975076
2017,Kota Bharu,31.486128845037726
2017,Kota Kinabalu,24.94950175060598
2017,Kota Tinggi,27.42795871867042
2017,Kuala Selangor,NA
2017,Kuala Terengganu,27.939670712654728
2017,Kuching,22.144795263936853
2017,Kulim,20.99775591230796
2017,Labuan,NA
2017,Langkawi,27.00836081017428
2017,Larkin,32.49609328044236
2017,Limbang,17.44205688734319
2017,Minden,44.63846455150803
2017,Miri,20.310348797053067
2017,Muar,27.5413870246085
2017,Mukah,17.63745609169902
2017,Nilai,41.43350624852629
2017,Paka,24.245251463385497
2017,Pasir Gudang,31.705039465695204
2017,Pegoh Ipoh,35.501857441374504
2017,Pengerang,23.412055698057898
2017,Petaling Jaya,NA
2017,Port Dickson,30.380248651184612
2017,Putrajaya,34.34298817282163
2017,Rompin,22.078808788814236
2017,Samalaju,20.715545564585856
2017,Samarahan,20.853958792276792
2017,Sandakan,23.753148290927783
2017,Sarikei,20.64081434803684
2017,Seberang Jaya,35.80396732788798
2017,Seberang Perai,30.20810463622562
2017,Segamat,26.622889305816134
2017,Seremban,28.099766081871344
2017,Seri Manjung,30.947208950005827
2017,Shah Alam,NA
2017,Sibu,22.61202057998129
2017,Sri Aman,17.53598363799054
2017,Sungai Petani,34.51337021668972
2017,Taiping,36.74143855907098
2017,Tanah Merah,26.443341404358353
2017,Tangkak,NA
2017,Tanjung Malim,25.603633260180445
